,Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,media views,media engagements,date,time_extracted,Day,Month,Year
159,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida #integer,9473976027354100,2020-06-16 17:32:00+00:00,398.0,4.0,0.010050251,0.0,0,2.0,0.0,0,0,2,0.0,0.0,2020-06-16,17:32,16,6,2020
160,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at #mattis,2099077210164750,2020-06-16 17:29:00+00:00,366.0,2.0,0.005464481,0.0,0,1.0,0.0,0,0,1,0.0,0.0,2020-06-16,17:29,16,6,2020
161,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed #nisi,866244238301085,2020-06-16 16:54:00+00:00,368.0,11.0,0.029891304,0.0,1,4.0,2.0,0,0,4,56.0,0.0,2020-06-16,16:54,16,6,2020
162,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst #id,1189531338499440,2020-06-16 16:53:00+00:00,1012.0,39.0,0.038537549,0.0,1,7.0,1.0,18,0,12,0.0,0.0,2020-06-16,16:53,16,6,2020
163,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel #nibh,4216393819381270,2020-06-16 14:42:00+00:00,207.0,3.0,0.014492754,0.0,1,1.0,0.0,0,0,0,31.0,1.0,2020-06-16,14:42,16,6,2020
164,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor #habitasse,5158574941555520,2020-06-16 14:03:00+00:00,307.0,10.0,0.03257329,0.0,1,6.0,1.0,0,0,2,0.0,0.0,2020-06-16,14:03,16,6,2020
165,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in #nec,731304121634713,2020-06-15 20:43:00+00:00,277.0,13.0,0.046931408,0.0,0,1.0,3.0,0,0,1,98.0,8.0,2020-06-15,20:43,15,6,2020
166,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in #nisl,4874137345761590,2020-06-15 15:44:00+00:00,114.0,1.0,0.00877193,0.0,0,1.0,0.0,0,0,0,28.0,0.0,2020-06-15,15:44,15,6,2020
167,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien #a,9043358763616940,2020-06-15 15:33:00+00:00,303.0,7.0,0.02310231,0.0,0,4.0,2.0,0,0,1,0.0,0.0,2020-06-15,15:33,15,6,2020
168,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis #bibendum,4720704624601390,2020-06-15 15:28:00+00:00,197.0,1.0,0.005076142,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-06-15,15:28,15,6,2020
169,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem #viverra,7465578289023160,2020-06-15 14:48:00+00:00,266.0,4.0,0.015037594,0.0,1,3.0,0.0,0,0,0,0.0,0.0,2020-06-15,14:48,15,6,2020
170,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #pellentesque,351539397979811,2020-06-15 02:56:00+00:00,341.0,9.0,0.026392962,0.0,0,1.0,2.0,0,0,1,123.0,5.0,2020-06-15,02:56,15,6,2020
171,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst #ac,8586624278073120,2020-06-14 15:49:00+00:00,281.0,1.0,0.003558719,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-06-14,15:49,14,6,2020
172,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo #maecenas,4627219804214030,2020-06-14 15:17:00+00:00,42.0,4.0,0.095238095,0.0,0,4.0,0.0,0,0,0,0.0,0.0,2020-06-14,15:17,14,6,2020
173,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis #ut,7579357392494760,2020-06-14 04:19:00+00:00,21.0,1.0,0.047619048,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-06-14,04:19,14,6,2020
174,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus #accumsan,3471809262735960,2020-06-13 17:15:00+00:00,686.0,8.0,0.011661808,0.0,0,2.0,1.0,0,0,5,0.0,0.0,2020-06-13,17:15,13,6,2020
175,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor #sed,1787087958442040,2020-06-13 17:00:00+00:00,2492.0,110.0,0.044141252,3.0,1,3.0,5.0,0,3,95,0.0,0.0,2020-06-13,17:00,13,6,2020
176,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec #vulputate,4013000261228720,2020-06-11 17:31:00+00:00,2627.0,210.0,0.079939094,4.0,1,34.0,0.0,4,0,33,134.0,134.0,2020-06-11,17:31,11,6,2020
177,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac #ut,1205928840942280,2020-06-10 19:21:00+00:00,1456.0,54.0,0.037087912,4.0,0,10.0,11.0,0,0,29,0.0,0.0,2020-06-10,19:21,10,6,2020
178,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus #magnis,7025022946900900,2020-06-10 15:51:00+00:00,404.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2020-06-10,15:51,10,6,2020
179,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam #tempus,7874966749279760,2020-06-09 20:07:00+00:00,195.0,9.0,0.046153846,0.0,0,0.0,0.0,0,0,0,9.0,9.0,2020-06-09,20:07,9,6,2020
180,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui #justo,2718426665954740,2020-06-09 20:06:00+00:00,247.0,1.0,0.004048583,0.0,1,0.0,0.0,0,0,0,0.0,0.0,2020-06-09,20:06,9,6,2020
181,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum #vivamus,4412018099059300,2020-06-09 20:06:00+00:00,109.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2020-06-09,20:06,9,6,2020
182,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas #non,2834718378396520,2020-06-09 19:58:00+00:00,148.0,1.0,0.006756757,0.0,1,0.0,0.0,0,0,0,0.0,0.0,2020-06-09,19:58,9,6,2020
183,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque #duis,6535131725809670,2020-06-09 19:56:00+00:00,275.0,16.0,0.058181818,0.0,2,1.0,8.0,0,0,5,0.0,0.0,2020-06-09,19:56,9,6,2020
184,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi #non,1872807362385230,2020-06-09 19:55:00+00:00,72.0,1.0,0.013888889,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-06-09,19:55,9,6,2020
185,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam #pulvinar,964847044157164,2020-06-09 19:49:00+00:00,1310.0,91.0,0.069465649,1.0,0,10.0,1.0,10,0,17,52.0,52.0,2020-06-09,19:49,9,6,2020
186,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas #in,5632652943189710,2020-06-09 19:19:00+00:00,2944.0,311.0,0.105638587,6.0,5,22.0,4.0,26,0,56,192.0,192.0,2020-06-09,19:19,9,6,2020
187,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin #vitae,3168594122542570,2020-06-09 18:49:00+00:00,104.0,8.0,0.076923077,0.0,0,1.0,0.0,5,0,2,0.0,0.0,2020-06-09,18:49,9,6,2020
188,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in #parturient,5048169084009990,2020-06-09 18:49:00+00:00,89.0,17.0,0.191011236,0.0,0,4.0,0.0,11,0,2,0.0,0.0,2020-06-09,18:49,9,6,2020
189,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla #vitae,7936768892713990,2020-06-09 18:41:00+00:00,242.0,7.0,0.02892562,0.0,1,3.0,2.0,0,0,1,0.0,0.0,2020-06-09,18:41,9,6,2020
190,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut #nisl,6841598433971500,2020-06-08 21:35:00+00:00,42.0,4.0,0.095238095,0.0,0,2.0,0.0,0,0,1,5.0,1.0,2020-06-08,21:35,8,6,2020
191,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam #nisi,4959816638232560,2020-06-08 00:29:00+00:00,815.0,85.0,0.104294479,0.0,0,6.0,0.0,1,0,6,72.0,72.0,2020-06-08,00:29,8,6,2020
192,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend #mi,2831267325797850,2020-06-07 14:49:00+00:00,201.0,5.0,0.024875622,0.0,0,1.0,1.0,0,0,3,53.0,0.0,2020-06-07,14:49,7,6,2020
193,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient #integer,714921503029368,2020-06-07 02:38:00+00:00,106.0,4.0,0.037735849,0.0,0,3.0,1.0,0,0,0,0.0,0.0,2020-06-07,02:38,7,6,2020
194,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu #sapien,3272960984254130,2020-06-07 02:33:00+00:00,1359.0,209.0,0.153789551,2.0,0,8.0,4.0,1,0,11,183.0,183.0,2020-06-07,02:33,7,6,2020
195,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo #volutpat,3186084648986930,2020-06-06 20:39:00+00:00,72.0,2.0,0.027777778,0.0,0,1.0,0.0,0,0,1,0.0,0.0,2020-06-06,20:39,6,6,2020
196,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse #turpis,9828580590380380,2020-06-06 18:34:00+00:00,937.0,39.0,0.041622199,0.0,1,0.0,3.0,0,1,11,0.0,0.0,2020-06-06,18:34,6,6,2020
197,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum #ante,563627776152715,2020-06-06 01:00:00+00:00,867.0,10.0,0.011534025,0.0,0,4.0,1.0,0,0,5,0.0,0.0,2020-06-06,01:00,6,6,2020
198,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt #rhoncus,9271073811610630,2020-06-04 19:19:00+00:00,254.0,6.0,0.023622047,0.0,1,2.0,1.0,0,0,2,0.0,0.0,2020-06-04,19:19,4,6,2020
199,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci #cras,1079411568142650,2020-06-04 18:58:00+00:00,1671.0,13.0,0.007779773,1.0,1,2.0,0.0,0,0,9,0.0,0.0,2020-06-04,18:58,4,6,2020
200,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus #at,3613777926717620,2020-06-04 18:10:00+00:00,346.0,58.0,0.167630058,0.0,0,2.0,11.0,0,0,12,33.0,33.0,2020-06-04,18:10,4,6,2020
201,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl #ut,7563584292272240,2020-06-04 17:24:00+00:00,288.0,3.0,0.010416667,0.0,1,1.0,0.0,0,0,1,0.0,0.0,2020-06-04,17:24,4,6,2020
202,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices #justo,6786563800500590,2020-06-04 16:50:00+00:00,155.0,2.0,0.012903226,0.0,0,1.0,0.0,0,0,1,0.0,0.0,2020-06-04,16:50,4,6,2020
203,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis #elementum,3028432464985270,2020-06-04 14:50:00+00:00,629.0,5.0,0.007949126,0.0,0,0.0,0.0,5,0,0,0.0,0.0,2020-06-04,14:50,4,6,2020
204,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #fusce,3348151057628720,2020-06-04 14:47:00+00:00,244.0,4.0,0.016393443,0.0,0,2.0,2.0,0,0,0,0.0,0.0,2020-06-04,14:47,4,6,2020
205,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla #ante,1852569348000030,2020-06-04 01:06:00+00:00,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2020-06-04,01:06,4,6,2020
206,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #eu,2276161752907170,2020-06-04 00:13:00+00:00,107.0,8.0,0.074766355,0.0,1,6.0,0.0,0,0,1,0.0,0.0,2020-06-04,00:13,4,6,2020
207,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #ornare,9986781637311910,2020-06-04 00:05:00+00:00,415.0,13.0,0.031325301,0.0,0,4.0,2.0,6,0,1,0.0,0.0,2020-06-04,00:05,4,6,2020
208,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet #orci,6503853022233940,2020-06-04 00:05:00+00:00,1714.0,77.0,0.044924154,4.0,1,11.0,3.0,31,0,27,0.0,0.0,2020-06-04,00:05,4,6,2020
209,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #sapien,4383316855050190,2020-06-03 18:15:00+00:00,304.0,2.0,0.006578947,0.0,0,1.0,0.0,0,0,1,0.0,0.0,2020-06-03,18:15,3,6,2020
210,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut #erat,9686214138532350,2020-06-03 01:22:00+00:00,1062.0,27.0,0.025423729,0.0,0,20.0,2.0,0,0,5,0.0,0.0,2020-06-03,01:22,3,6,2020
211,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #in,4815984534242360,2020-06-02 21:37:00+00:00,440.0,12.0,0.027272727,0.0,0,0.0,0.0,6,0,5,1.0,1.0,2020-06-02,21:37,2,6,2020
212,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #suspendisse,9854607910641110,2020-06-02 21:10:00+00:00,192.0,2.0,0.010416667,0.0,1,1.0,0.0,0,0,0,24.0,0.0,2020-06-02,21:10,2,6,2020
213,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis #donec,4696652376228610,2020-06-02 17:34:00+00:00,2659.0,167.0,0.062805566,1.0,2,27.0,19.0,1,0,117,0.0,0.0,2020-06-02,17:34,2,6,2020
214,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam #mauris,8023030901105070,2020-06-02 17:26:00+00:00,202.0,4.0,0.01980198,0.0,0,1.0,0.0,0,0,3,0.0,0.0,2020-06-02,17:26,2,6,2020
215,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent #diam,6693267415703150,2020-06-02 16:10:00+00:00,436.0,2.0,0.004587156,0.0,0,2.0,0.0,0,0,0,0.0,0.0,2020-06-02,16:10,2,6,2020
216,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare #ac,5516273526438230,2020-06-02 01:32:00+00:00,644.0,4.0,0.00621118,0.0,0,1.0,0.0,1,0,2,0.0,0.0,2020-06-02,01:32,2,6,2020
217,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #non,9651523706758940,2020-06-02 01:14:00+00:00,737.0,3.0,0.004070556,0.0,0,3.0,0.0,0,0,0,0.0,0.0,2020-06-02,01:14,2,6,2020
218,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum #auctor,123219498384401,2020-06-02 00:16:00+00:00,219.0,5.0,0.02283105,0.0,0,2.0,0.0,0,0,3,0.0,0.0,2020-06-02,00:16,2,6,2020
219,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan #cubilia,5121563076299090,2020-06-01 15:33:00+00:00,224.0,9.0,0.040178571,0.0,2,2.0,0.0,0,0,5,0.0,0.0,2020-06-01,15:33,1,6,2020
220,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #aenean,6883360205267540,2020-06-01 15:20:00+00:00,295.0,8.0,0.027118644,0.0,2,4.0,0.0,0,0,2,0.0,0.0,2020-06-01,15:20,1,6,2020
221,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit #ultrices,5542068608915240,2020-06-01 14:59:00+00:00,698.0,6.0,0.008595989,0.0,0,2.0,0.0,0,0,4,0.0,0.0,2020-06-01,14:59,1,6,2020
222,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #vel,5167255978208700,2020-06-01 12:21:00+00:00,1406.0,18.0,0.012802276,0.0,1,6.0,5.0,0,0,6,0.0,0.0,2020-06-01,12:21,1,6,2020
223,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id #etiam,9140008581283570,2020-06-01 00:34:00+00:00,355.0,6.0,0.016901408,0.0,1,3.0,0.0,0,0,0,87.0,2.0,2020-06-01,00:34,1,6,2020
224,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit #lacinia,6500699397621640,2020-07-31 23:04:00+00:00,2506.0,16.0,0.006384677,3.0,0,5.0,1.0,0,0,7,0.0,0.0,2020-07-31,23:04,31,7,2020
225,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus #congue,3058355552038320,2020-07-31 20:17:00+00:00,246.0,2.0,0.008130081,0.0,1,1.0,0.0,0,0,0,0.0,0.0,2020-07-31,20:17,31,7,2020
226,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #bibendum,6976325398774890,2020-07-31 20:15:00+00:00,301.0,3.0,0.009966777,0.0,1,0.0,0.0,0,0,2,0.0,0.0,2020-07-31,20:15,31,7,2020
227,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat #ante,908593996734688,2020-07-31 20:06:00+00:00,5287.0,430.0,0.081331568,6.0,7,32.0,25.0,93,6,93,168.0,168.0,2020-07-31,20:06,31,7,2020
228,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam #eleifend,9850223281092250,2020-07-31 20:02:00+00:00,459.0,1.0,0.002178649,0.0,0,1.0,0.0,0,0,0,0.0,0.0,2020-07-31,20:02,31,7,2020
229,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec #non,3859154520604540,2020-07-31 17:18:00+00:00,177.0,2.0,0.011299435,0.0,0,1.0,1.0,0,0,0,0.0,0.0,2020-07-31,17:18,31,7,2020
230,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #maecenas,6026863473370670,2020-07-31 16:58:00+00:00,252.0,5.0,0.01984127,0.0,0,4.0,0.0,0,0,0,76.0,1.0,2020-07-31,16:58,31,7,2020
231,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat #morbi,2418892078619550,2020-07-31 14:31:00+00:00,551.0,6.0,0.010889292,0.0,0,1.0,0.0,0,0,5,0.0,0.0,2020-07-31,14:31,31,7,2020
232,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #etiam,4587054582686890,2020-07-31 14:27:00+00:00,869.0,6.0,0.006904488,0.0,1,4.0,1.0,0,0,0,0.0,0.0,2020-07-31,14:27,31,7,2020
233,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris #nibh,3307946584291540,2020-07-31 12:12:00+00:00,200.0,1.0,0.005,0.0,0,0.0,1.0,0,0,0,0.0,0.0,2020-07-31,12:12,31,7,2020
234,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #cras,4960597948005700,2020-07-31 11:58:00+00:00,227.0,25.0,0.110132159,0.0,0,3.0,0.0,1,0,0,21.0,21.0,2020-07-31,11:58,31,7,2020
235,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #maecenas,8307761872051380,2020-07-31 11:51:00+00:00,195.0,3.0,0.015384615,0.0,1,1.0,0.0,0,0,1,0.0,0.0,2020-07-31,11:51,31,7,2020
236,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo #pellentesque,3217285828936310,2020-07-31 04:03:00+00:00,56.0,5.0,0.089285714,0.0,1,3.0,0.0,0,0,1,0.0,0.0,2020-07-31,04:03,31,7,2020
237,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat #tristique,2815176389286090,2020-07-31 02:55:00+00:00,1263.0,50.0,0.039588282,0.0,2,8.0,4.0,0,2,34,0.0,0.0,2020-07-31,02:55,31,7,2020
238,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #platea,4484898124789770,2020-07-30 17:37:00+00:00,91.0,3.0,0.032967033,0.0,0,1.0,0.0,0,0,0,30.0,2.0,2020-07-30,17:37,30,7,2020
239,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus #magna,7161702037460170,2020-07-30 17:28:00+00:00,231.0,8.0,0.034632035,0.0,1,4.0,1.0,0,0,2,0.0,0.0,2020-07-30,17:28,30,7,2020
240,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas #cursus,2070543097261570,2020-07-30 16:44:00+00:00,256.0,9.0,0.03515625,0.0,1,1.0,0.0,0,0,7,0.0,0.0,2020-07-30,16:44,30,7,2020
241,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus #nulla,556492193417778,2020-07-30 16:00:00+00:00,188.0,1.0,0.005319149,0.0,0,0.0,0.0,0,0,1,25.0,0.0,2020-07-30,16:00,30,7,2020
242,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient #leo,9260072235757430,2020-07-30 15:57:00+00:00,375.0,13.0,0.034666667,1.0,0,1.0,2.0,3,1,2,3.0,3.0,2020-07-30,15:57,30,7,2020
243,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut #quisque,7837882894716500,2020-07-30 13:45:00+00:00,177.0,1.0,0.005649718,0.0,0,1.0,0.0,0,0,0,34.0,0.0,2020-07-30,13:45,30,7,2020
244,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis #tellus,4419375308055070,2020-07-30 11:51:00+00:00,205.0,5.0,0.024390244,0.0,1,1.0,0.0,0,0,3,0.0,0.0,2020-07-30,11:51,30,7,2020
245,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #quisque,1559950372596810,2020-07-30 11:39:00+00:00,453.0,40.0,0.088300221,0.0,1,0.0,0.0,1,0,8,30.0,30.0,2020-07-30,11:39,30,7,2020
246,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel #amet,9247922935974730,2020-07-30 11:37:00+00:00,202.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2020-07-30,11:37,30,7,2020
